label,ext_thumb,dirz_thumb,z_thumb,r_thumb,ext_index,dirz_index,z_index,r_index,ext_middle,dirz_middle,z_middle,r_middle,ext_ring,dirz_ring,z_ring,r_ring,ext_pinky,dirz_pinky,z_pinky,r_pinky,theta_index_middle,theta_middle_ring,theta_ring_pinky,theta_thumb_index,delta_index_middle,delta_index_ring,delta_thumb_index,ang_index_PIP,ang_index_DIP
K,0.125803,-0.034412,0.319022,0.684676,0.109545,0.344314,0.549913,1.57826,0.075578,0.274606,0.434473,1.693758,0.363052,0.744865,0.512371,0.572367,0.36055,0.75903,0.446912,0.698062,0.580196,1.974214,0.321401,0.629707,1.14587,1.93286,0.915,3.02118,2.460742
K,0.110012,0.177626,0.701123,0.907065,0.102238,0.327691,0.548376,1.616346,0.119524,0.645939,1.040853,1.674961,0.372996,0.643934,0.592009,0.722986,0.370415,0.535569,0.481283,0.720047,0.570553,1.739668,0.387615,0.543043,1.112007,2.141146,0.85817,2.95638,2.564553
K,0.103064,0.237656,0.711959,0.80381,0.119021,0.662366,0.840095,1.388272,0.106522,0.687622,0.937635,1.412328,0.35666,0.57687,0.451283,0.59702,0.222257,0.92611,0.59405,0.792103,0.36093,1.766328,1.329873,0.656471,0.805587,1.729229,0.677829,3.028411,2.640588
K,0.086655,0.185205,0.700583,0.869744,0.075963,0.430455,0.677035,1.615505,0.109385,0.653488,1.008033,1.599919,0.362907,0.559934,0.507154,0.699018,0.374885,0.51919,0.417992,0.717449,0.528098,1.83422,0.325791,0.589094,1.033157,2.125367,0.901803,3.043386,2.807175
K,0.080901,0.204378,0.718373,0.87079,0.086514,0.458213,0.710295,1.608902,0.116138,0.697299,1.065647,1.571046,0.363022,0.524252,0.483712,0.698073,0.358261,0.603486,0.457497,0.668785,0.557868,1.818133,0.37627,0.583903,1.061576,2.112741,0.868909,3.013412,2.789064
K,0.110638,0.172364,0.632387,0.805183,0.094852,0.52077,0.785514,1.578577,0.121548,0.61185,0.959705,1.609671,0.367044,0.606082,0.539511,0.670951,0.38355,0.579796,0.459331,0.718071,0.482578,1.831505,0.262454,0.669747,0.987137,1.990747,0.842196,3.076759,2.644877
K,0.06474,0.161074,0.614436,0.851748,0.066995,0.307988,0.510124,1.656791,0.113609,0.559613,0.867563,1.630644,0.348019,0.665559,0.63834,0.766489,0.367797,0.565686,0.485436,0.809204,0.509976,1.818359,0.232772,0.527743,1.00311,2.184131,0.95739,3.029589,2.855741
K,0.086895,0.156758,0.622075,0.81306,0.064439,0.454216,0.699379,1.603905,0.124911,0.665916,1.027533,1.595702,0.363028,0.510973,0.487387,0.703653,0.396099,0.510167,0.393242,0.716211,0.445635,1.874997,0.222585,0.562992,0.909428,2.112215,0.882009,3.067113,2.910563
K,0.094805,0.088346,0.531678,0.775354,0.060065,0.400556,0.632973,1.617187,0.116044,0.633724,0.951599,1.55841,0.366992,0.526855,0.493135,0.70168,0.389869,0.490387,0.400116,0.741178,0.496325,1.899841,0.204281,0.591157,0.965569,2.135107,0.914347,3.125283,2.858547
V,0.212042,0.456857,1.279332,1.127144,0.1045,0.091821,0.286664,1.884431,0.073372,0.278361,0.447701,1.850219,0.296883,0.966474,0.829133,0.637386,0.31803,0.875433,0.704936,0.593617,0.427423,1.493375,0.328004,1.065979,0.986746,1.960904,2.098206,2.973838,2.564086
V,0.212382,0.487171,1.1845,1.029154,0.092231,0.098462,0.247284,1.696759,0.065495,0.329341,0.468267,1.638131,0.31869,0.911052,0.6663,0.493996,0.329643,0.818968,0.582551,0.501532,0.417125,1.525355,0.343842,1.081882,0.894272,1.788583,1.851601,2.988506,2.635662
V,0.207219,0.443375,1.190916,1.038951,0.081012,0.082667,0.231067,1.776478,0.059282,0.301253,0.451124,1.751192,0.309474,0.894145,0.719075,0.538004,0.30881,0.747106,0.583911,0.482751,0.416263,1.578675,0.364622,1.094833,0.928062,1.865026,1.98925,3.026519,2.667473
V,0.188806,0.443657,1.169635,1.033951,0.09513,0.004569,0.122886,1.730228,0.057675,0.255622,0.380491,1.731704,0.285,0.9086,0.808039,0.63557,0.29539,0.651452,0.605615,0.512419,0.415015,1.499616,0.433445,1.072504,0.906022,1.788053,1.941558,2.960272,2.612239
V,0.175357,0.372281,1.130942,1.048484,0.100267,0.164558,0.360246,1.778158,0.08117,0.213375,0.343256,1.860604,0.257304,0.979586,0.984311,0.803303,0.256273,0.784246,0.756415,0.577251,0.387534,1.427853,0.482301,1.090993,0.94135,1.805455,1.967424,2.920187,2.628661
V,0.225241,0.2485,0.849153,0.833364,0.088869,0.23515,0.437353,1.638728,0.062347,0.086418,0.126796,1.698998,0.274153,0.99711,0.790504,0.658863,0.276585,0.867456,0.723964,0.619327,0.36373,1.549653,0.467793,1.202375,0.878686,1.661022,1.885577,3.010624,2.542659
V,0.208098,0.211001,0.811619,0.769985,0.086185,0.15935,0.343937,1.620831,0.058665,0.029665,0.043247,1.683085,0.254003,0.994644,0.825683,0.747547,0.260254,0.936482,0.784784,0.689801,0.4293,1.452806,0.423773,1.083126,0.946488,1.670766,1.722729,3.035795,2.599591
V,0.243446,0.136383,0.726883,0.764946,0.096323,0.147518,0.309901,1.595269,0.056524,0.115119,0.162223,1.627295,0.289052,0.999535,0.750685,0.641171,0.277738,0.904716,0.676461,0.590735,0.421084,1.457711,0.409644,1.188465,0.913009,1.646335,1.81655,2.973511,2.490543
V,0.247004,0.144421,0.728687,0.780882,0.089963,0.192911,0.376141,1.597033,0.056898,0.171646,0.241426,1.596927,0.283203,0.994793,0.781156,0.641252,0.272952,0.959258,0.722555,0.667508,0.398847,1.443986,0.209385,1.148095,0.889696,1.628045,1.743018,2.954957,2.569135
V,0.224248,0.290381,0.958722,0.942286,0.114876,0.134524,0.294596,1.708363,0.06096,0.221937,0.33613,1.736221,0.293416,0.930565,0.783007,0.614879,0.238734,0.928132,0.720365,0.718307,0.377551,1.627946,0.649564,1.120818,0.861288,1.850472,1.850828,2.916359,2.477098
V,0.21006,0.281865,1.022691,0.931756,0.111561,0.115318,0.295785,1.709267,0.068098,0.26694,0.409307,1.761078,0.299749,0.953223,0.743784,0.549733,0.337234,0.724452,0.553047,0.536354,0.404231,1.530313,0.467944,1.122618,0.883926,1.795419,1.888776,2.920609,2.5066
V,0.226328,0.28559,0.983247,0.921713,0.100833,0.134143,0.324125,1.691796,0.072629,0.176569,0.277886,1.802005,0.266773,0.982958,0.874682,0.705014,0.312169,0.717751,0.644051,0.549371,0.426938,1.434486,0.592435,1.174299,0.992733,1.68883,1.897783,2.975996,2.562768
V,0.208101,0.322816,1.046146,0.966178,0.122969,0.090053,0.266527,1.703695,0.083181,0.206441,0.325557,1.788758,0.262071,0.974677,0.944592,0.769106,0.278255,0.783896,0.725747,0.571443,0.451012,1.377439,0.448373,1.146575,0.980361,1.728062,1.875067,2.952893,2.434594
V,0.231787,0.378008,1.001733,0.882767,0.103631,0.02343,0.140746,1.634616,0.066525,0.277438,0.381349,1.598081,0.312414,0.851021,0.573869,0.407996,0.33816,0.760828,0.511115,0.472442,0.452474,1.611145,0.229313,1.202766,0.912023,1.707682,1.841268,2.936351,2.629729
V,0.191199,0.388158,1.08426,0.946497,0.078601,0.276789,0.457114,1.585872,0.077022,0.412104,0.605216,1.657694,0.327431,0.811096,0.545284,0.376362,0.350974,0.722984,0.489943,0.472161,0.326305,1.568872,0.236635,1.075144,0.807814,1.639491,1.640301,3.084343,2.620615
V,0.187656,0.465288,1.219035,1.047948,0.072347,0.288327,0.494424,1.623725,0.080711,0.448106,0.651078,1.657545,0.309275,0.855989,0.67337,0.492024,0.348002,0.766353,0.557624,0.465488,0.319227,1.369972,0.225371,1.01649,0.805233,1.557097,1.696808,2.994746,2.701418
V,0.210006,0.416476,1.088143,0.956263,0.082601,0.178357,0.33489,1.557447,0.061581,0.316246,0.4389,1.606354,0.277118,0.885718,0.687699,0.535932,0.308567,0.744265,0.565722,0.445353,0.360885,1.398116,0.298536,1.022518,0.825191,1.462054,1.643949,2.928518,2.680797
V,0.19554,0.330266,1.058782,0.950411,0.094725,0.329954,0.59218,1.748263,0.061065,0.379395,0.59138,1.787547,0.301222,0.939865,0.758436,0.568136,0.308046,0.825945,0.610112,0.495177,0.354133,1.400413,0.348308,1.076759,0.899022,1.688421,1.847089,2.903185,2.677549
V,0.215422,0.327896,0.984064,0.936069,0.079051,0.197075,0.396442,1.73083,0.068207,0.178895,0.279531,1.79751,0.269469,0.962472,0.887737,0.739456,0.246538,0.899092,0.77728,0.650348,0.404418,1.373822,0.182097,1.101275,0.972094,1.623782,1.852868,3.056123,2.60487
V,0.208441,0.269992,0.929389,0.917686,0.086786,0.198888,0.412614,1.669989,0.068066,0.06954,0.108757,1.789484,0.268841,0.988085,0.88065,0.719011,0.253827,0.858749,0.750974,0.600439,0.422159,1.47974,0.385133,1.124097,0.991496,1.627236,1.777299,3.002265,2.619471
V,0.205012,0.23842,0.82715,0.831094,0.104079,0.260018,0.470615,1.587954,0.046796,0.112071,0.164753,1.675898,0.269514,0.993995,0.792313,0.646855,0.233843,0.892391,0.728373,0.663417,0.417674,1.504752,0.432506,1.084068,0.939749,1.57384,1.646094,2.90067,2.543851
V,0.21324,0.273334,0.871245,0.821394,0.093348,0.329526,0.534841,1.541452,0.047618,0.109987,0.155616,1.613093,0.274669,0.982584,0.853211,0.707261,0.199545,0.80942,0.72789,0.850086,0.434865,1.501394,0.664395,1.062253,0.944448,1.468321,1.570483,3.017529,2.500178
V,0.223155,0.172884,0.734631,0.737464,0.082494,0.333911,0.570704,1.630369,0.067087,0.107304,0.16381,1.745349,0.275381,0.999756,0.779149,0.675227,0.275528,0.907809,0.708196,0.627925,0.430404,1.480173,0.415519,1.108495,0.985871,1.59225,1.699394,2.989295,2.606304
V,0.217772,0.15842,0.724193,0.720068,0.08716,0.236976,0.425843,1.600774,0.079995,0.041232,0.061824,1.722145,0.252111,0.989371,0.828291,0.773991,0.25703,0.939162,0.805173,0.716227,0.4525,1.386837,0.390997,1.079029,0.990295,1.572217,1.661612,3.027587,2.562766
V,0.225371,0.137548,0.732135,0.703226,0.082828,0.204555,0.394593,1.616888,0.089546,0.047159,0.069561,1.708883,0.257637,0.993893,0.863676,0.777113,0.280015,0.930852,0.725361,0.644344,0.495414,1.418647,0.421781,1.112835,1.03106,1.634736,1.694552,3.016647,2.661132
V,0.218532,0.152175,0.668227,0.663788,0.070546,0.238492,0.417369,1.594276,0.056666,-0.011771,-0.016848,1.652142,0.251427,0.978388,0.781957,0.757837,0.254008,0.914195,0.732152,0.671254,0.52136,1.377817,0.407612,1.129516,1.036755,1.560889,1.631114,3.050082,2.756393
V,0.235911,0.070939,0.578846,0.655336,0.08935,0.326123,0.519417,1.555275,0.099383,0.096373,0.131979,1.607588,0.260301,0.948319,0.731932,0.738122,0.301165,0.898695,0.548147,0.542933,0.468234,1.171658,0.527289,1.082214,0.961025,1.465709,1.55179,3.013395,2.601493
V,0.233357,0.064076,0.600921,0.631705,0.094916,0.29592,0.497536,1.573394,0.071699,0.081841,0.117168,1.628458,0.280876,0.991184,0.761261,0.704012,0.290332,0.897154,0.626756,0.565016,0.502789,1.395252,0.554233,1.10336,1.023645,1.579293,1.588008,2.915663,2.639659
V,0.231932,0.133894,0.738916,0.796768,0.07792,0.316199,0.570273,1.750352,0.078385,0.273901,0.408017,1.662936,0.278297,0.996243,0.801737,0.667919,0.27491,0.883631,0.6751,0.561723,0.509578,1.310867,0.403511,1.211621,1.073941,1.694281,1.876459,3.037727,2.723171
V,0.219784,0.16614,0.746158,0.787266,0.086571,0.402204,0.623738,1.547425,0.08006,0.369591,0.514574,1.531225,0.293866,0.993745,0.781219,0.63394,0.281358,0.896605,0.672958,0.572376,0.435934,1.287489,0.408359,1.05084,0.904636,1.505482,1.584782,3.009327,2.646564
V,0.201586,0.221088,0.875312,0.882866,0.096641,0.391333,0.653094,1.649648,0.076045,0.407508,0.633128,1.701888,0.317475,0.929206,0.794907,0.613668,0.282612,0.874582,0.760332,0.608207,0.398726,1.48163,0.462271,1.0659,0.937493,1.673201,1.680972,2.970472,2.658733
V,0.145488,0.059128,0.492738,0.775749,0.086831,0.329734,0.521439,1.662354,0.034105,0.106071,0.169945,1.810449,0.219838,0.842497,0.781123,0.91052,0.312795,0.658076,0.436536,0.937236,0.297652,0.919528,0.728416,0.915635,0.691775,1.342188,1.522815,2.997853,2.727094
V,0.209535,0.306354,0.994659,0.873201,0.092381,0.423355,0.650225,1.577154,0.106076,0.645962,0.936921,1.581263,0.338087,0.767117,0.647879,0.521628,0.334357,0.727726,0.543517,0.466949,0.341979,1.490706,0.43849,1.030755,0.737519,1.730831,1.646553,2.993704,2.608603
V,0.208861,0.344552,1.111676,0.964532,0.099114,0.428911,0.71876,1.691876,0.088547,0.580494,0.909465,1.73021,0.324275,0.85933,0.69051,0.499755,0.335166,0.77964,0.575877,0.470969,0.30884,1.384665,0.357759,0.989436,0.790154,1.710349,1.709593,2.882741,2.642407
V,0.181568,0.328401,1.109571,1.017683,0.097974,0.471629,0.79326,1.684493,0.076908,0.469371,0.779308,1.822746,0.304443,0.937031,0.791841,0.585319,0.296471,0.742341,0.604573,0.437531,0.345348,1.346603,0.480974,0.970348,0.91763,1.595883,1.653024,2.942258,2.652606
Q,0.140067,0.627918,0.907791,0.980664,0.164217,0.749368,0.991602,1.2643,0.435478,0.74213,0.222424,0.154062,0.421264,0.491993,0.180405,0.380481,0.390636,0.569837,0.253779,0.462315,1.429083,0.328474,0.805431,0.305538,1.217141,1.418625,0.6293,2.900185,2.671486
Q,0.218523,0.545842,0.8136,0.899809,0.180882,0.731692,0.97541,1.271628,0.423654,0.760036,0.196814,0.112805,0.471846,0.522765,0.164492,0.362177,0.389728,0.443494,0.226644,0.412912,1.3559,0.352952,0.990121,0.394605,1.206135,1.394578,0.670145,3.072551,2.379092
Q,0.196475,0.598919,0.82142,0.914204,0.170121,0.739781,1.019015,1.337817,0.436452,0.737711,0.148798,0.089652,0.439422,0.531885,0.169515,0.355652,0.341153,0.545175,0.253876,0.395016,1.475108,0.364236,1.045868,0.316942,1.272503,1.442657,0.726938,3.032035,2.539444
Q,0.157065,0.631531,0.779352,0.844264,0.16666,0.801149,1.157748,1.429631,0.437773,0.652598,0.149955,0.153809,0.436682,0.489867,0.161184,0.35943,0.309379,0.551054,0.250784,0.388381,1.452136,0.72007,0.999612,0.28839,1.343651,1.537821,0.777968,3.004953,2.681925
Q,0.177779,0.668514,0.794059,0.86919,0.154172,0.776039,1.053283,1.367358,0.443735,0.345358,0.057051,0.074224,0.436588,0.441921,0.093633,0.331792,0.346403,0.446148,0.173218,0.399322,1.879835,0.53725,1.050968,0.188872,1.359448,1.525751,0.731663,3.059286,2.711845
Q,0.132231,0.586668,0.790918,0.981457,0.163178,0.759031,1.117625,1.447418,0.44317,0.561438,0.121962,0.108225,0.428048,0.445714,0.143231,0.378542,0.376683,0.513819,0.217855,0.457372,1.663921,0.499361,0.793857,0.398013,1.406263,1.616802,0.829378,2.803595,2.705871
Q,0.156165,0.644994,0.913947,1.09746,0.169746,0.833182,1.346249,1.590709,0.452467,0.054171,0.014643,0.169481,0.449439,0.271376,0.029547,0.298881,0.401038,0.317714,0.139649,0.435938,2.013401,0.652427,0.795881,0.399003,1.648073,1.775481,0.892037,2.56378,2.666404
Q,0.174426,0.598439,0.836442,1.008733,0.16063,0.732822,1.131944,1.509433,0.4144,0.378737,0.132819,0.162758,0.43667,0.391136,0.068521,0.367259,0.507761,0.903833,0.200579,0.588916,1.928346,0.627677,0.819347,0.48943,1.528193,1.677851,1.044367,2.628943,2.759732
Q,0.172555,0.606943,1.029091,1.126946,0.15653,0.756785,1.445633,1.899715,0.422076,0.093957,0.03613,0.155785,0.419129,0.311377,0.036074,0.362929,0.518974,0.977113,0.145945,0.590611,2.188322,0.562181,1.158602,0.455785,2.004292,2.080021,1.272976,2.77767,2.724729
Q,0.159103,0.590603,1.015136,0.972046,0.174147,0.651175,1.053036,1.474708,0.377796,0.898603,0.482626,0.37338,0.428149,0.235607,0.047673,0.352473,0.394674,-0.106706,0.079366,0.470471,1.24981,0.883704,1.514061,0.444422,1.292175,1.68228,0.940884,2.60982,2.881474
Q,0.256107,0.781867,1.122904,1.188283,0.18042,0.783626,1.451811,1.866642,0.421043,0.519156,0.227366,0.186414,0.461841,0.38724,0.074192,0.435818,0.477041,-0.715994,0.018469,0.624316,1.671819,0.418804,1.548381,0.199507,1.836178,2.13855,1.415983,2.32358,2.707176
Q,0.205129,0.793521,1.664586,1.497556,0.166037,0.728646,1.721171,2.316069,0.422614,0.875186,0.447275,0.283922,0.434836,0.812511,0.249498,0.428653,0.402317,0.281539,0.192449,0.71891,1.256121,0.619013,1.368727,0.163407,2.102829,2.257611,1.792133,2.369188,2.586888
Q,0.251061,0.497892,1.061084,1.025448,0.196854,0.630149,1.241894,1.749994,0.353928,0.828509,0.60389,0.474186,0.499556,0.557849,0.348632,0.479418,0.478906,0.356845,0.372553,0.442775,1.317097,0.577987,0.879929,0.296872,1.637741,1.951949,1.015519,3.057388,2.038566
Q,0.125284,0.608456,0.744628,0.882229,0.172799,0.793514,1.076525,1.348288,0.429119,0.630731,0.123011,0.099282,0.417765,0.502725,0.143264,0.354655,0.352945,0.53575,0.203111,0.414064,1.533793,0.525535,1.028267,0.355674,1.299421,1.464239,0.729,2.80748,2.695665
Q,0.144301,0.626078,0.75753,0.832631,0.177457,0.762084,0.951007,1.237417,0.421949,0.728823,0.164663,0.112068,0.407366,0.459556,0.148261,0.392894,0.35014,0.532989,0.206643,0.421204,1.433682,0.40657,1.095384,0.281221,1.188676,1.389318,0.63898,2.929047,2.680233
Q,0.1287,0.627056,0.758469,0.901662,0.164507,0.77307,0.941298,1.213638,0.439869,0.689006,0.141287,0.092129,0.427118,0.43145,0.128527,0.407987,0.345709,0.51503,0.197824,0.424819,1.484008,0.410343,1.086758,0.353635,1.171619,1.394657,0.641569,3.021249,2.748427
Q,0.158853,0.614595,0.820631,0.937321,0.156016,0.743211,1.050005,1.382213,0.432569,0.671911,0.169816,0.120995,0.417866,0.394198,0.14661,0.470016,0.34815,0.595105,0.24358,0.470089,1.511164,0.364091,1.02989,0.301899,1.342692,1.569515,0.794903,2.981184,2.76625
Q,0.159653,0.59347,0.743484,0.859972,0.160094,0.730218,0.919706,1.234453,0.435768,0.67997,0.127254,0.074086,0.417954,0.390274,0.123198,0.420448,0.345643,0.575398,0.23199,0.454738,1.531586,0.361119,1.004238,0.259822,1.202862,1.429565,0.657047,3.000596,2.715208
Q,0.184682,0.598406,0.676852,0.84281,0.163724,0.728838,0.847826,1.170337,0.440868,0.505024,0.078801,0.03502,0.4274,0.289237,0.081287,0.418151,0.340294,0.563325,0.207137,0.420332,1.760475,0.307456,1.227337,0.345204,1.155795,1.400622,0.658254,2.997412,2.713008
Q,0.141781,0.634373,0.788196,0.974978,0.15355,0.710891,0.893602,1.234873,0.445708,0.416085,0.083865,0.077937,0.437365,0.290279,0.085342,0.439388,0.359421,0.504696,0.191487,0.476024,1.903139,0.31185,0.943078,0.39348,1.27063,1.490258,0.727796,2.997455,2.736216
Q,0.149182,0.621041,0.688926,0.893651,0.167388,0.744538,0.893989,1.221226,0.442328,0.387457,0.069107,0.070319,0.438652,0.258981,0.055921,0.44571,0.356775,0.406406,0.144723,0.431415,1.890285,0.29525,1.061896,0.395544,1.239829,1.498652,0.694012,2.897475,2.677511
Q,0.168891,0.610018,0.788144,0.982382,0.162915,0.756324,1.026641,1.343986,0.444506,0.257739,0.05648,0.104177,0.450733,0.260038,0.05187,0.34471,0.428965,0.378219,0.157878,0.432052,1.997794,0.493791,0.92753,0.387161,1.373603,1.558768,0.776227,2.697793,2.706919
Q,0.196611,0.659932,0.825297,0.910566,0.155935,0.699512,0.846948,1.181736,0.416048,0.660708,0.206417,0.171821,0.417291,0.672553,0.220465,0.374957,0.397023,0.677029,0.248826,0.474159,1.644087,0.351689,0.802816,0.193613,1.16542,1.300881,0.68792,2.799751,2.720941
Q,0.202161,0.677876,0.925921,0.969643,0.170963,0.768487,1.041075,1.275389,0.242473,0.930936,0.671658,0.718493,0.412016,0.496594,0.205187,0.378672,0.401842,0.487651,0.19983,0.421822,0.331345,1.413123,0.912618,0.250712,0.587596,1.392568,0.762197,2.734646,2.776916
Q,0.253122,0.688635,0.858034,0.958186,0.162074,0.777455,1.134806,1.41196,0.23971,0.935683,0.675504,0.730179,0.415433,0.459565,0.193266,0.395695,0.431978,0.431904,0.193496,0.44754,0.349966,1.453764,0.788426,0.247752,0.699526,1.568152,0.902844,2.753659,2.777822
Q,0.224954,0.721323,0.901141,0.991735,0.160976,0.783105,1.092046,1.347246,0.395642,0.701648,0.267581,0.247351,0.428387,0.344745,0.109493,0.349563,0.429235,0.480785,0.16194,0.484517,1.453261,0.651009,0.822207,0.33211,1.254606,1.519961,0.885179,2.747609,2.760202
Q,0.194919,0.614612,0.96472,0.967732,0.161299,0.721102,1.279309,1.683474,0.330683,0.878391,0.68645,0.599452,0.394319,0.516929,0.293328,0.513936,0.435989,0.787504,0.276041,0.66861,1.199867,0.543446,0.364972,0.414784,1.468436,1.813952,1.130552,2.666226,2.805504
Q,0.177152,0.816958,1.22131,1.195964,0.129973,0.757901,1.235522,1.66937,0.359609,0.821533,0.720369,0.670236,0.447478,0.438888,0.20194,0.486983,0.414038,0.341652,0.181628,0.76525,1.316201,0.57907,0.157468,0.191335,1.521707,1.955599,1.218314,2.565716,2.997786
Q,0.134785,0.680116,1.254657,1.541608,0.148947,0.560286,1.282526,2.253449,0.289793,0.897343,1.349908,1.273348,0.459392,0.418807,0.315668,0.587681,0.424152,0.403941,0.436063,1.122608,1.319843,0.818563,0.44082,0.427642,2.047291,2.659134,2.080557,2.344991,2.72489
Q,0.115645,0.51202,0.85582,1.27366,0.130014,0.735143,1.612662,2.367825,0.360722,0.612234,0.425817,0.487546,0.4457,0.109551,-0.028892,0.641026,0.497981,0.320987,0.181925,0.930304,1.340171,0.922472,0.578141,0.293316,2.087205,2.916723,1.691141,2.620418,2.89438
Q,0.112471,0.541463,0.714942,1.04447,0.166393,0.772363,1.289804,1.797155,0.413258,0.465331,0.113885,0.143962,0.454981,0.338052,0.031593,0.515992,0.586403,0.27447,0.05555,0.673203,1.588658,0.810678,0.212845,0.390797,1.699147,2.146476,1.376785,2.534865,2.830503
Q,0.098209,0.678517,0.902894,1.006357,0.172112,0.790489,1.051447,1.37565,0.393826,0.705184,0.294943,0.280793,0.400902,0.465212,0.167754,0.4963,0.516259,0.574823,0.125632,0.52182,1.414565,0.464592,0.518722,0.170346,1.305444,1.675357,0.818542,2.698502,2.74162
Q,0.02364,0.603787,0.657373,0.882524,0.193062,0.875018,0.846062,1.063615,0.409026,0.586312,0.216636,0.2357,0.405738,0.416838,0.164322,0.456572,0.448979,0.51467,0.168084,0.459818,1.447587,0.215361,0.686522,0.489402,1.064566,1.335753,0.561468,2.803864,2.627832
Q,0.041241,0.688233,1.133422,1.279768,0.193762,0.898554,1.107733,1.279782,0.37864,0.865715,0.474188,0.403324,0.372188,0.606218,0.372915,0.56899,0.378159,0.707073,0.319798,0.504676,0.970028,0.398452,0.63597,0.451261,1.101045,1.457156,0.579074,2.802904,2.636855
Q,0.073581,0.679065,1.148714,1.310413,0.151327,0.849595,1.199922,1.448317,0.368914,0.835448,0.653656,0.625316,0.34997,0.703119,0.518952,0.703105,0.331548,0.754232,0.411005,0.601962,1.128193,0.20959,0.493586,0.345413,1.310421,1.601373,0.739159,2.879727,2.831758
Q,0.036529,0.634803,0.963992,1.148396,0.164948,0.861142,1.197609,1.46574,0.393407,0.768243,0.448695,0.445257,0.365125,0.630421,0.362219,0.583457,0.35857,0.588849,0.253218,0.464244,1.224028,0.195973,0.73953,0.381353,1.369376,1.634166,0.687082,3.050872,2.69511
Q,0.067737,0.658234,0.98992,1.134227,0.169113,0.810232,1.112563,1.445022,0.418088,0.815194,0.354212,0.309661,0.383621,0.624217,0.289397,0.470619,0.36717,0.456151,0.194854,0.421905,1.242932,0.279061,0.856468,0.228629,1.374093,1.63041,0.606553,2.995057,2.679779
Q,0.121504,0.67085,1.031591,1.033049,0.161199,0.777432,1.166924,1.477261,0.428352,0.572164,0.230894,0.239999,0.397227,0.488322,0.223718,0.498772,0.367494,0.469362,0.222524,0.56227,1.598603,0.112872,0.690446,0.156092,1.532189,1.708221,0.699295,3.036077,2.746464
Q,0.239653,0.570958,1.312858,1.242161,0.165534,0.669156,1.377994,1.893466,0.344315,0.766865,0.543928,0.444424,0.447989,0.590073,0.392421,0.587678,0.366306,0.65404,0.50954,0.480081,1.232593,0.386158,1.164574,0.146704,1.762083,1.980902,0.987722,3.105576,2.381812
Q,0.188815,0.595144,1.641958,1.544838,0.160853,0.715149,1.770111,2.305749,0.353566,0.820402,0.648557,0.498985,0.432011,0.57792,0.456108,0.619839,0.289257,0.678374,0.62063,0.537471,1.238783,0.377726,1.064542,0.180246,2.119715,2.38133,1.169668,3.029347,2.561408
Q,0.154308,0.608021,1.25739,1.28583,0.140546,0.650888,1.299742,1.850998,0.439794,0.510395,0.20025,0.164805,0.432111,0.337013,0.151765,0.524907,0.378331,0.447639,0.289352,0.527056,1.806692,0.231435,0.851325,0.271162,1.914031,2.131809,0.995499,3.045196,2.779342
Q,0.158241,0.597721,1.185832,1.110281,0.153106,0.676544,1.187605,1.563455,0.443059,0.630066,0.235442,0.150595,0.439227,0.20694,0.106901,0.46923,0.413957,0.206211,0.191393,0.541631,1.570188,0.479741,0.684846,0.141192,1.582322,1.860155,0.809094,2.857134,2.722481
Q,0.188844,0.666568,1.111379,1.128152,0.144074,0.6612,1.000386,1.379297,0.452055,0.430195,0.113421,0.108571,0.449829,0.321342,0.118634,0.363042,0.393629,0.36138,0.245223,0.452576,1.973396,0.344577,0.756269,0.196656,1.436584,1.634136,0.763588,2.981491,2.769372
G,0.093543,0.643053,1.589553,1.671673,0.156087,0.764944,1.62506,2.213086,0.422371,0.740051,0.550696,0.535237,0.396744,0.669752,0.53626,0.747829,0.329257,0.759943,0.516665,0.726821,1.391699,0.141458,0.616262,0.187094,2.20035,2.473996,0.815184,2.936191,2.848999
G,0.101326,0.633644,1.536108,1.598608,0.160964,0.771022,1.605862,2.146698,0.424179,0.720138,0.50126,0.483138,0.397456,0.643631,0.499249,0.723548,0.33331,0.796781,0.517513,0.710942,1.356441,0.171546,0.674393,0.194565,2.104491,2.389714,0.79723,2.888268,2.855242
G,0.101794,0.633892,1.585156,1.643541,0.16531,0.757469,1.612082,2.164081,0.428732,0.735037,0.536039,0.519679,0.397851,0.64757,0.512774,0.754803,0.338088,0.795523,0.529247,0.722262,1.355912,0.157036,0.644645,0.17382,2.133693,2.423318,0.801888,2.857924,2.833759
G,0.100486,0.59624,1.583256,1.668708,0.156011,0.738438,1.662278,2.288293,0.424837,0.71863,0.514272,0.489771,0.397368,0.614769,0.504353,0.753048,0.338275,0.8066,0.525973,0.710684,1.389545,0.172232,0.709505,0.193928,2.263778,2.570411,0.861424,2.904495,2.82996
G,0.083582,0.58633,1.64806,1.71736,0.138829,0.746629,1.792228,2.396966,0.437474,0.648188,0.498713,0.519102,0.415897,0.522466,0.430782,0.767032,0.37394,0.710846,0.469033,0.746702,1.517395,0.180256,0.562769,0.245712,2.477322,2.790142,0.919716,2.916794,2.967879
G,0.168962,0.409284,1.125203,1.352766,0.150547,0.593138,1.184562,1.887149,0.428852,0.55329,0.315563,0.34049,0.436961,0.494924,0.284773,0.570931,0.386635,0.654827,0.392058,0.605509,1.481795,0.285928,0.970354,0.213497,1.925456,2.151109,0.70988,3.008693,2.762066
